split,scene,image,flight,family,venue,tof_cm,boxes
train,S1,S1_futsal_C3clean_20260726_082257_f004696.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,230,1
train,S1,S1_futsal_C3clean_20260726_082257_f004704.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082257_f004712.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,223,1
train,S1,S1_futsal_C3clean_20260726_082257_f004720.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,220,1
train,S1,S1_futsal_C3clean_20260726_082257_f004728.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,224,1
train,S1,S1_futsal_C3clean_20260726_082257_f004736.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082257_f004744.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,219,1
train,S1,S1_futsal_C3clean_20260726_082257_f004752.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,218,1
train,S1,S1_futsal_C3clean_20260726_082257_f004760.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,204,1
train,S1,S1_futsal_C3clean_20260726_082257_f004768.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,195,1
train,S1,S1_futsal_C3clean_20260726_082257_f004776.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,204,1
train,S1,S1_futsal_C3clean_20260726_082257_f004784.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,209,1
train,S1,S1_futsal_C3clean_20260726_082257_f004792.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,225,1
train,S1,S1_futsal_C3clean_20260726_082257_f004800.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,233,1
train,S1,S1_futsal_C3clean_20260726_082257_f004808.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,237,1
train,S1,S1_futsal_C3clean_20260726_082257_f004816.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,240,1
train,S1,S1_futsal_C3clean_20260726_082257_f004824.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,239,1
train,S1,S1_futsal_C3clean_20260726_082257_f004832.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,228,1
train,S1,S1_futsal_C3clean_20260726_082257_f004840.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082257_f004848.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,223,1
train,S1,S1_futsal_C3clean_20260726_082257_f004856.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,212,1
train,S1,S1_futsal_C3clean_20260726_082257_f004864.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,208,1
train,S1,S1_futsal_C3clean_20260726_082257_f004872.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,208,1
train,S1,S1_futsal_C3clean_20260726_082257_f004880.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,208,1
train,S1,S1_futsal_C3clean_20260726_082257_f004888.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,212,1
train,S1,S1_futsal_C3clean_20260726_082257_f004896.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,233,1
train,S1,S1_futsal_C3clean_20260726_082257_f004904.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,237,1
train,S1,S1_futsal_C3clean_20260726_082257_f004912.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,232,1
train,S1,S1_futsal_C3clean_20260726_082257_f004920.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,213,1
train,S1,S1_futsal_C3clean_20260726_082257_f004928.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,217,1
train,S1,S1_futsal_C3clean_20260726_082257_f004936.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,214,1
train,S1,S1_futsal_C3clean_20260726_082257_f004944.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,219,1
train,S1,S1_futsal_C3clean_20260726_082257_f004952.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,215,1
train,S1,S1_futsal_C3clean_20260726_082257_f004960.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,224,1
train,S1,S1_futsal_C3clean_20260726_082257_f004968.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,221,1
train,S1,S1_futsal_C3clean_20260726_082257_f004976.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,222,1
train,S1,S1_futsal_C3clean_20260726_082257_f004984.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,224,1
train,S1,S1_futsal_C3clean_20260726_082257_f004992.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082257_f005000.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,227,1
train,S1,S1_futsal_C3clean_20260726_082257_f005008.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,223,1
train,S1,S1_futsal_C3clean_20260726_082257_f005016.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,220,1
train,S1,S1_futsal_C3clean_20260726_082257_f005024.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,227,1
train,S1,S1_futsal_C3clean_20260726_082257_f005032.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,233,1
train,S1,S1_futsal_C3clean_20260726_082257_f005040.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,224,1
train,S1,S1_futsal_C3clean_20260726_082257_f005048.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,219,1
train,S1,S1_futsal_C3clean_20260726_082257_f005056.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,218,1
train,S1,S1_futsal_C3clean_20260726_082257_f005064.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,219,1
train,S1,S1_futsal_C3clean_20260726_082257_f005072.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,217,1
train,S1,S1_futsal_C3clean_20260726_082257_f005080.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,212,1
train,S1,S1_futsal_C3clean_20260726_082257_f005088.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,211,1
train,S1,S1_futsal_C3clean_20260726_082257_f005096.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,212,1
train,S1,S1_futsal_C3clean_20260726_082257_f005104.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,213,1
train,S1,S1_futsal_C3clean_20260726_082257_f005112.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,219,1
train,S1,S1_futsal_C3clean_20260726_082257_f005120.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,221,1
train,S1,S1_futsal_C3clean_20260726_082257_f005128.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,228,1
train,S1,S1_futsal_C3clean_20260726_082257_f005136.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,228,1
train,S1,S1_futsal_C3clean_20260726_082257_f005144.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,220,1
train,S1,S1_futsal_C3clean_20260726_082257_f005152.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,222,1
train,S1,S1_futsal_C3clean_20260726_082257_f005160.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,224,1
train,S1,S1_futsal_C3clean_20260726_082257_f005168.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,221,1
train,S1,S1_futsal_C3clean_20260726_082257_f005176.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,223,1
train,S1,S1_futsal_C3clean_20260726_082257_f005184.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,219,1
train,S1,S1_futsal_C3clean_20260726_082257_f005192.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,215,1
train,S1,S1_futsal_C3clean_20260726_082257_f005200.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,207,1
train,S1,S1_futsal_C3clean_20260726_082257_f005208.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,91,1
train,S1,S1_futsal_C3clean_20260726_082257_f005216.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,147,1
train,S1,S1_futsal_C3clean_20260726_082257_f005224.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,210,1
train,S1,S1_futsal_C3clean_20260726_082257_f005232.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,215,1
train,S1,S1_futsal_C3clean_20260726_082257_f005240.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,225,1
train,S1,S1_futsal_C3clean_20260726_082257_f005248.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082257_f005256.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,218,1
train,S1,S1_futsal_C3clean_20260726_082257_f005264.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,214,1
train,S1,S1_futsal_C3clean_20260726_082257_f005272.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,207,1
train,S1,S1_futsal_C3clean_20260726_082257_f005280.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,206,1
train,S1,S1_futsal_C3clean_20260726_082257_f005288.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,200,1
train,S1,S1_futsal_C3clean_20260726_082257_f005296.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,196,1
train,S1,S1_futsal_C3clean_20260726_082257_f005304.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,198,1
train,S1,S1_futsal_C3clean_20260726_082257_f005312.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,208,1
train,S1,S1_futsal_C3clean_20260726_082257_f005320.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,214,1
train,S1,S1_futsal_C3clean_20260726_082257_f005328.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,220,1
train,S1,S1_futsal_C3clean_20260726_082257_f005336.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,220,1
train,S1,S1_futsal_C3clean_20260726_082257_f005344.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,222,1
train,S1,S1_futsal_C3clean_20260726_082257_f005352.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,223,1
train,S1,S1_futsal_C3clean_20260726_082257_f005360.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,223,1
train,S1,S1_futsal_C3clean_20260726_082257_f005368.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,218,1
train,S1,S1_futsal_C3clean_20260726_082257_f005376.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,213,1
train,S1,S1_futsal_C3clean_20260726_082257_f005384.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,213,1
train,S1,S1_futsal_C3clean_20260726_082257_f005392.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,207,1
train,S1,S1_futsal_C3clean_20260726_082257_f005400.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,206,1
train,S1,S1_futsal_C3clean_20260726_082257_f005408.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,210,1
train,S1,S1_futsal_C3clean_20260726_082257_f005416.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,213,1
train,S1,S1_futsal_C3clean_20260726_082257_f005424.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,213,1
train,S1,S1_futsal_C3clean_20260726_082257_f005432.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,222,1
train,S1,S1_futsal_C3clean_20260726_082257_f005440.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,233,1
train,S1,S1_futsal_C3clean_20260726_082257_f005448.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,237,1
train,S1,S1_futsal_C3clean_20260726_082257_f005456.jpg,S1_futsal_C3clean_20260726_082257,C3_clean_lap_v2_wet,rooftop_court,229,1
train,S1,S1_futsal_C3clean_20260726_082811_f000144.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,80,1
train,S1,S1_futsal_C3clean_20260726_082811_f000150.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,79,1
train,S1,S1_futsal_C3clean_20260726_082811_f000156.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,78,1
train,S1,S1_futsal_C3clean_20260726_082811_f000162.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,78,1
train,S1,S1_futsal_C3clean_20260726_082811_f000168.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,78,1
train,S1,S1_futsal_C3clean_20260726_082811_f000174.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,78,1
train,S1,S1_futsal_C3clean_20260726_082811_f000180.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,77,1
train,S1,S1_futsal_C3clean_20260726_082811_f000186.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,77,1
train,S1,S1_futsal_C3clean_20260726_082811_f000192.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,77,1
train,S1,S1_futsal_C3clean_20260726_082811_f000198.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,77,1
train,S1,S1_futsal_C3clean_20260726_082811_f000204.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,78,1
train,S1,S1_futsal_C3clean_20260726_082811_f000210.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,79,1
train,S1,S1_futsal_C3clean_20260726_082811_f000216.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,79,1
train,S1,S1_futsal_C3clean_20260726_082811_f000222.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,79,1
train,S1,S1_futsal_C3clean_20260726_082811_f000228.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,79,1
train,S1,S1_futsal_C3clean_20260726_082811_f000234.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,78,1
train,S1,S1_futsal_C3clean_20260726_082811_f000240.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,78,1
train,S1,S1_futsal_C3clean_20260726_082811_f000246.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,79,1
train,S1,S1_futsal_C3clean_20260726_082811_f000252.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,80,1
train,S1,S1_futsal_C3clean_20260726_082811_f000258.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,80,1
train,S1,S1_futsal_C3clean_20260726_082811_f000264.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,80,1
train,S1,S1_futsal_C3clean_20260726_082811_f000270.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,80,1
train,S1,S1_futsal_C3clean_20260726_082811_f000276.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,81,1
train,S1,S1_futsal_C3clean_20260726_082811_f000282.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,81,1
train,S1,S1_futsal_C3clean_20260726_082811_f000288.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,82,1
train,S1,S1_futsal_C3clean_20260726_082811_f000294.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,81,1
train,S1,S1_futsal_C3clean_20260726_082811_f000300.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,84,1
train,S1,S1_futsal_C3clean_20260726_082811_f000306.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,89,1
train,S1,S1_futsal_C3clean_20260726_082811_f000312.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,95,1
train,S1,S1_futsal_C3clean_20260726_082811_f000318.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,108,1
train,S1,S1_futsal_C3clean_20260726_082811_f000324.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,114,1
train,S1,S1_futsal_C3clean_20260726_082811_f000330.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,124,1
train,S1,S1_futsal_C3clean_20260726_082811_f000336.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,130,1
train,S1,S1_futsal_C3clean_20260726_082811_f000342.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,135,1
train,S1,S1_futsal_C3clean_20260726_082811_f000348.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,168,1
train,S1,S1_futsal_C3clean_20260726_082811_f000354.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,174,1
train,S1,S1_futsal_C3clean_20260726_082811_f000360.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,179,1
train,S1,S1_futsal_C3clean_20260726_082811_f000366.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,188,1
train,S1,S1_futsal_C3clean_20260726_082811_f000372.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,193,1
train,S1,S1_futsal_C3clean_20260726_082811_f000378.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,197,1
train,S1,S1_futsal_C3clean_20260726_082811_f000384.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,204,1
train,S1,S1_futsal_C3clean_20260726_082811_f000390.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,208,1
train,S1,S1_futsal_C3clean_20260726_082811_f000396.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,214,1
train,S1,S1_futsal_C3clean_20260726_082811_f000402.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,223,1
train,S1,S1_futsal_C3clean_20260726_082811_f000408.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,227,1
train,S1,S1_futsal_C3clean_20260726_082811_f000414.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,230,1
train,S1,S1_futsal_C3clean_20260726_082811_f000420.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082811_f000426.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,219,1
train,S1,S1_futsal_C3clean_20260726_082811_f000432.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,221,1
train,S1,S1_futsal_C3clean_20260726_082811_f000438.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,220,1
train,S1,S1_futsal_C3clean_20260726_082811_f000444.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,221,1
train,S1,S1_futsal_C3clean_20260726_082811_f000450.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,216,1
train,S1,S1_futsal_C3clean_20260726_082811_f000456.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,221,1
train,S1,S1_futsal_C3clean_20260726_082811_f000462.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082811_f000468.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,227,1
train,S1,S1_futsal_C3clean_20260726_082811_f000474.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,232,1
train,S1,S1_futsal_C3clean_20260726_082811_f000480.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,233,1
train,S1,S1_futsal_C3clean_20260726_082811_f000486.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,231,1
train,S1,S1_futsal_C3clean_20260726_082811_f000492.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,234,1
train,S1,S1_futsal_C3clean_20260726_082811_f000498.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,234,1
train,S1,S1_futsal_C3clean_20260726_082811_f000504.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,227,1
train,S1,S1_futsal_C3clean_20260726_082811_f000510.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082811_f000516.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,227,1
train,S1,S1_futsal_C3clean_20260726_082811_f000522.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082811_f000528.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,224,1
train,S1,S1_futsal_C3clean_20260726_082811_f000534.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,226,1
train,S1,S1_futsal_C3clean_20260726_082811_f000540.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,224,1
train,S1,S1_futsal_C3clean_20260726_082811_f000546.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,225,1
train,S1,S1_futsal_C3clean_20260726_082811_f000552.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,222,1
train,S1,S1_futsal_C3clean_20260726_082811_f000558.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,230,1
train,S1,S1_futsal_C3clean_20260726_082811_f000564.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,228,1
train,S1,S1_futsal_C3clean_20260726_082811_f000570.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,232,1
train,S1,S1_futsal_C3clean_20260726_082811_f000576.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,230,1
train,S1,S1_futsal_C3clean_20260726_082811_f000582.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,232,1
train,S1,S1_futsal_C3clean_20260726_082811_f000588.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,235,1
train,S1,S1_futsal_C3clean_20260726_082811_f000594.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,235,1
train,S1,S1_futsal_C3clean_20260726_082811_f000600.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,234,1
train,S1,S1_futsal_C3clean_20260726_082811_f000606.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,233,1
train,S1,S1_futsal_C3clean_20260726_082811_f000612.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,229,1
train,S1,S1_futsal_C3clean_20260726_082811_f000618.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,235,1
train,S1,S1_futsal_C3clean_20260726_082811_f000624.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,232,1
train,S1,S1_futsal_C3clean_20260726_082811_f000630.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,234,1
train,S1,S1_futsal_C3clean_20260726_082811_f000636.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,234,1
train,S1,S1_futsal_C3clean_20260726_082811_f000642.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,231,1
train,S1,S1_futsal_C3clean_20260726_082811_f000648.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,230,1
train,S1,S1_futsal_C3clean_20260726_082811_f000654.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,229,1
train,S1,S1_futsal_C3clean_20260726_082811_f000660.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,233,1
train,S1,S1_futsal_C3clean_20260726_082811_f000666.jpg,S1_futsal_C3clean_20260726_082811,C3_occ_setup_stills,rooftop_court,229,1
