image,flight_key,stem,role,frame_idx,t_rel,tof_cm,height_cm,yaw_deg,pitch_deg,roll_deg,battery_pct,aruco_px,gsd_at_mat_mm_px,is_anchor,segment,occ_strip_mm,occ_deployed_pct,occ_realised_pct,usable,has_car,sharpness,green_frac,quality
S3_A_hoverpairs_f004278.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4278,253.567,249,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,254.3,0.0000,ok
S3_A_hoverpairs_f004284.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4284,253.892,253,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,250.8,0.0000,ok
S3_A_hoverpairs_f004290.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4290,254.287,251,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,238.3,0.0000,ok
S3_A_hoverpairs_f004296.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4296,254.615,252,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,268.5,0.0000,ok
S3_A_hoverpairs_f004302.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4302,254.917,254,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,279.3,0.0000,ok
S3_A_hoverpairs_f004308.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4308,255.313,253,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,259.3,0.0000,ok
S3_A_hoverpairs_f004314.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4314,255.615,251,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,242.2,0.0000,ok
S3_A_hoverpairs_f004320.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4320,255.949,252,210,0,-2,0,70,,,0,CLEAN_close,0,0,,1,1,241.5,0.0000,ok
S3_A_hoverpairs_f004326.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4326,256.252,249,210,0,-2,1,70,,,0,CLEAN_close,0,0,,1,1,236.0,0.0000,ok
S3_A_hoverpairs_f004332.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4332,256.637,256,210,0,-2,0,70,,,0,CLEAN_close,0,0,,1,1,237.7,0.0000,ok
S3_A_hoverpairs_f004338.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4338,256.962,256,210,0,-2,0,70,,,0,CLEAN_close,0,0,,1,1,259.8,0.0000,ok
S3_A_hoverpairs_f004344.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4344,257.350,255,210,0,-1,0,70,,,0,CLEAN_close,0,0,,1,1,249.2,0.0000,ok
S3_A_hoverpairs_f004350.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4350,257.669,255,210,0,-1,0,70,,,0,CLEAN_close,0,0,,1,1,255.6,0.0000,ok
S3_A_hoverpairs_f004356.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4356,257.885,258,210,0,-1,1,70,,,0,CLEAN_close,0,0,,1,1,242.8,0.0000,ok
S3_A_hoverpairs_f004362.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4362,258.276,255,210,0,-1,1,70,,,0,CLEAN_close,0,0,,1,1,258.7,0.0000,ok
S3_A_hoverpairs_f004368.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4368,258.612,251,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,271.9,0.0000,ok
S3_A_hoverpairs_f004374.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4374,258.991,253,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,243.1,0.0000,ok
S3_A_hoverpairs_f004380.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4380,259.305,257,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,260.8,0.0000,ok
S3_A_hoverpairs_f004386.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4386,259.628,259,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,266.5,0.0000,ok
S3_A_hoverpairs_f004392.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4392,260.035,254,220,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,248.3,0.0000,ok
S3_A_hoverpairs_f004398.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4398,260.422,264,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,273.9,0.0000,ok
S3_A_hoverpairs_f004404.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4404,260.660,257,220,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,261.1,0.0000,ok
S3_A_hoverpairs_f004410.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4410,260.961,260,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,276.1,0.0000,ok
S3_A_hoverpairs_f004416.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4416,261.365,258,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,227.3,0.0000,ok
S3_A_hoverpairs_f004422.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4422,261.673,255,220,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,248.2,0.0000,ok
S3_A_hoverpairs_f004428.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4428,261.980,258,210,0,-1,0,69,,,0,CLEAN_close,0,0,,1,1,237.8,0.0000,ok
S3_A_hoverpairs_f004434.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4434,262.403,255,210,0,-2,1,69,,,0,CLEAN_close,0,0,,1,1,440.3,0.0000,ok
S3_A_hoverpairs_f004440.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4440,262.790,254,210,0,-1,2,69,,,0,CLEAN_close,0,0,,1,1,400.3,0.0000,ok
S3_A_hoverpairs_f004446.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4446,263.193,249,210,0,-2,1,69,,,0,CLEAN_close,0,0,,1,1,282.0,0.0000,ok
S3_A_hoverpairs_f004452.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4452,263.420,255,210,0,-1,1,69,,,0,CLEAN_close,0,0,,1,1,239.5,0.0000,ok
S3_A_hoverpairs_f004458.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4458,263.716,259,210,0,-2,1,68,,,0,CLEAN_close,0,0,,1,1,233.9,0.0000,ok
S3_A_hoverpairs_f004464.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4464,264.113,254,220,0,-2,1,68,,,0,CLEAN_close,0,0,,1,1,252.2,0.0000,ok
S3_A_hoverpairs_f004470.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4470,264.427,253,210,0,-2,1,68,,,0,CLEAN_close,0,0,,1,1,261.2,0.0000,ok
S3_A_hoverpairs_f004476.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4476,264.745,256,210,0,-2,1,68,,,0,CLEAN_close,0,0,,1,1,253.3,0.0000,ok
S3_A_hoverpairs_f004482.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4482,265.066,252,210,0,-2,1,68,,,0,CLEAN_close,0,0,,1,1,263.3,0.0000,ok
S3_A_hoverpairs_f004488.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4488,265.468,252,210,0,-1,1,68,,,0,CLEAN_close,0,0,,1,1,232.1,0.0000,ok
S3_A_hoverpairs_f004494.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4494,265.803,258,210,0,-2,0,68,,,0,CLEAN_close,0,0,,1,1,226.4,0.0000,ok
S3_A_hoverpairs_f004500.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4500,266.079,256,210,0,-2,0,68,,,0,CLEAN_close,0,0,,1,1,239.6,0.0000,ok
S3_A_hoverpairs_f004506.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4506,266.385,252,210,0,-1,1,68,,,0,CLEAN_close,0,0,,1,1,261.6,0.0000,ok
S3_A_hoverpairs_f004512.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4512,266.694,255,210,0,-1,1,68,,,0,CLEAN_close,0,0,,1,1,301.8,0.0000,ok
S3_A_hoverpairs_f004518.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4518,267.084,252,210,0,-1,1,68,,,0,CLEAN_close,0,0,,1,1,299.1,0.0000,ok
S3_A_hoverpairs_f004524.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4524,267.497,255,210,0,-1,1,68,,,0,CLEAN_close,0,0,,1,1,232.9,0.0000,ok
S3_A_hoverpairs_f004530.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4530,267.797,257,210,0,-1,1,68,,,0,CLEAN_close,0,0,,1,1,236.6,0.0000,ok
S3_A_hoverpairs_f004536.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4536,268.119,256,210,0,-2,1,68,,,0,CLEAN_close,0,0,,1,1,243.7,0.0000,ok
S3_A_hoverpairs_f004542.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4542,268.412,255,210,0,-1,1,68,,,0,CLEAN_close,0,0,,1,1,270.7,0.0000,ok
S3_A_hoverpairs_f004548.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4548,268.728,254,210,0,-2,1,68,,,0,CLEAN_close,0,0,,1,1,255.5,0.0000,ok
S3_A_hoverpairs_f004554.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4554,269.045,248,210,0,-2,1,68,,,0,transitional,,,,0,1,268.0,0.0000,ok
S3_A_hoverpairs_f004560.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4560,269.369,252,210,0,-2,1,68,,,0,transitional,,,,0,1,245.5,0.0000,ok
S3_A_hoverpairs_f004566.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4566,269.763,254,210,0,-2,1,68,,,0,transitional,,,,0,1,254.6,0.0000,ok
S3_A_hoverpairs_f004572.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4572,270.077,258,210,0,-2,0,68,,,0,transitional,,,,0,1,255.7,0.0000,ok
S3_A_hoverpairs_f004578.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4578,270.380,255,210,0,-1,1,68,,,0,transitional,,,,0,1,248.3,0.0000,ok
S3_A_hoverpairs_f004584.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4584,270.681,258,210,0,-2,0,68,,,0,transitional,,,,0,1,260.5,0.0000,ok
S3_A_hoverpairs_f004590.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4590,271.086,256,210,0,-1,1,68,,,0,transitional,,,,0,1,250.5,0.0000,ok
S3_A_hoverpairs_f004596.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4596,271.381,254,210,0,-1,1,68,,,0,transitional,,,,0,1,252.7,0.0000,ok
S3_A_hoverpairs_f004602.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4602,271.697,250,210,0,-2,1,68,,,0,transitional,,,,0,1,239.4,0.0000,ok
S3_A_hoverpairs_f004608.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4608,271.926,251,210,0,-2,0,68,,,0,transitional,,,,0,1,239.6,0.0000,ok
S3_A_hoverpairs_f004614.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4614,272.301,257,210,0,-2,0,68,,,0,transitional,,,,0,1,232.3,0.0000,ok
S3_A_hoverpairs_f004620.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,4620,272.629,254,210,0,-2,0,67,,,0,transitional,,,,0,1,235.6,0.0000,ok
S3_sizesweep_f000000.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,0,0.262,10,0,0,0,-2,64,,,0,transitional,,,,0,1,94.3,0.0000,ok
S3_sizesweep_f000006.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,6,0.476,10,0,0,0,-2,64,,,0,transitional,,,,0,1,95.7,0.0000,ok
S3_sizesweep_f000012.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,12,0.827,10,0,0,0,-2,64,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000018.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,18,0.975,10,0,0,0,-2,64,,,0,transitional,,,,0,1,96.4,0.0000,ok
S3_sizesweep_f000024.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,24,1.465,10,0,0,0,-2,64,,,0,transitional,,,,0,1,94.2,0.0000,ok
S3_sizesweep_f000030.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,30,1.724,10,0,0,0,-2,64,,,0,transitional,,,,0,1,95.7,0.0000,ok
S3_sizesweep_f000036.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,36,2.011,10,0,0,0,-2,64,,,0,transitional,,,,0,1,95.7,0.0000,ok
S3_sizesweep_f000042.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,42,2.291,10,0,0,0,-2,64,,,0,transitional,,,,0,1,96.2,0.0000,ok
S3_sizesweep_f000048.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,48,3.320,10,0,0,0,-2,64,,,0,transitional,,,,0,1,92.7,0.0000,ok
S3_sizesweep_f000054.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,54,3.515,10,0,0,0,-2,64,,,0,transitional,,,,0,1,96.1,0.0000,ok
S3_sizesweep_f000060.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,60,3.900,10,0,0,0,-2,64,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000066.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,66,4.058,10,0,0,0,-2,64,,,0,transitional,,,,0,1,96.5,0.0000,ok
S3_sizesweep_f000072.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,72,4.329,10,0,0,0,-2,64,,,0,transitional,,,,0,1,93.9,0.0000,ok
S3_sizesweep_f000078.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,78,4.640,10,0,0,0,-2,64,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000084.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,84,4.845,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.4,0.0000,ok
S3_sizesweep_f000090.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,90,5.227,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.8,0.0000,ok
S3_sizesweep_f000096.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,96,5.455,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.7,0.0000,ok
S3_sizesweep_f000102.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,102,5.677,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.4,0.0000,ok
S3_sizesweep_f000108.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,108,5.939,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000114.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,114,6.110,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.9,0.0000,ok
S3_sizesweep_f000120.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,120,6.365,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.3,0.0000,ok
S3_sizesweep_f000126.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,126,6.574,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.9,0.0000,ok
S3_sizesweep_f000132.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,132,6.940,10,0,0,0,-2,63,,,0,transitional,,,,0,1,97.2,0.0000,ok
S3_sizesweep_f000138.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,138,7.208,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.7,0.0000,ok
S3_sizesweep_f000144.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,144,7.462,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.8,0.0000,ok
S3_sizesweep_f000150.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,150,7.823,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.5,0.0000,ok
S3_sizesweep_f000156.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,156,8.145,10,0,0,0,-2,63,,,0,transitional,,,,0,1,105.5,0.0000,ok
S3_sizesweep_f000162.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,162,8.436,10,0,0,0,-2,63,,,0,transitional,,,,0,1,92.6,0.0000,ok
S3_sizesweep_f000168.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,168,8.715,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.6,0.0000,ok
S3_sizesweep_f000174.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,174,9.076,10,0,0,0,-2,63,,,0,transitional,,,,0,1,108.3,0.0000,ok
S3_sizesweep_f000180.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,180,9.377,10,0,0,0,-2,63,,,0,transitional,,,,0,1,108.7,0.0000,ok
S3_sizesweep_f000186.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,186,9.673,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.0,0.0000,ok
S3_sizesweep_f000192.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,192,9.968,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000198.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,198,10.234,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.9,0.0000,ok
S3_sizesweep_f000204.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,204,10.523,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.0,0.0000,ok
S3_sizesweep_f000210.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,210,12.189,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.4,0.0000,ok
S3_sizesweep_f000216.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,216,12.510,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.3,0.0000,ok
S3_sizesweep_f000222.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,222,12.909,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.1,0.0000,ok
S3_sizesweep_f000228.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,228,13.149,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000234.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,234,13.421,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.7,0.0000,ok
S3_sizesweep_f000240.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,240,13.760,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.2,0.0000,ok
S3_sizesweep_f000246.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,246,14.040,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.8,0.0000,ok
S3_sizesweep_f000252.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,252,15.158,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.5,0.0000,ok
S3_sizesweep_f000258.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,258,15.460,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.8,0.0000,ok
S3_sizesweep_f000264.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,264,15.779,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.8,0.0000,ok
S3_sizesweep_f000270.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,270,16.081,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.6,0.0000,ok
S3_sizesweep_f000276.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,276,17.107,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.6,0.0000,ok
S3_sizesweep_f000282.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,282,17.340,10,0,0,0,-2,63,,,0,transitional,,,,0,1,93.5,0.0000,ok
S3_sizesweep_f000288.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,288,17.717,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.2,0.0000,ok
S3_sizesweep_f000294.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,294,18.128,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000300.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,300,18.429,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.6,0.0000,ok
S3_sizesweep_f000306.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,306,18.724,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.8,0.0000,ok
S3_sizesweep_f000312.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,312,18.966,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.1,0.0000,ok
S3_sizesweep_f000318.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,318,19.319,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.3,0.0000,ok
S3_sizesweep_f000324.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,324,19.568,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.1,0.0000,ok
S3_sizesweep_f000330.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,330,19.850,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.2,0.0000,ok
S3_sizesweep_f000336.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,336,20.100,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.7,0.0000,ok
S3_sizesweep_f000342.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,342,20.441,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.6,0.0000,ok
S3_sizesweep_f000348.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,348,20.701,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.6,0.0000,ok
S3_sizesweep_f000354.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,354,20.965,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.0,0.0000,ok
S3_sizesweep_f000360.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,360,22.241,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.5,0.0000,ok
S3_sizesweep_f000366.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,366,22.494,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.8,0.0000,ok
S3_sizesweep_f000372.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,372,22.797,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.4,0.0000,ok
S3_sizesweep_f000378.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,378,23.081,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.8,0.0000,ok
S3_sizesweep_f000384.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,384,23.424,10,0,0,0,-2,63,,,0,transitional,,,,0,1,94.3,0.0000,ok
S3_sizesweep_f000390.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,390,23.714,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.0,0.0000,ok
S3_sizesweep_f000396.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,396,24.004,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.6,0.0000,ok
S3_sizesweep_f000402.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,402,24.282,10,0,0,0,-2,63,,,0,transitional,,,,0,1,97.0,0.0000,ok
S3_sizesweep_f000408.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,408,24.562,10,0,0,0,-2,63,,,0,transitional,,,,0,1,95.3,0.0000,ok
S3_sizesweep_f000414.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,414,24.774,10,0,0,0,-2,63,,,0,transitional,,,,0,1,96.1,0.0000,ok
S3_sizesweep_f000420.jpg,S3_sizesweep,S3_court2_sizesweep_20260815_092534,S3_sizesweep,420,25.142,10,0,0,0,-2,63,,,0,transitional,,,,0,1,97.1,0.0000,ok
