stem,role,frame_idx,t_rel,tof_cm,height_cm,yaw_deg,aruco_px,gsd_at_mat_mm_px,blur,tags
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2728,114.308,162,150,36,,,180,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2736,114.704,138,110,36,,,176,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2744,114.986,130,100,36,,,182,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2752,115.257,123,90,36,,,207,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2760,115.567,116,80,36,,,221,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2768,115.870,111,80,36,,,216,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2776,116.145,103,70,36,,,200,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2784,116.445,91,70,36,,,194,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2792,116.736,79,50,36,,,205,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2800,117.087,63,40,36,,,185,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2808,117.401,50,20,36,,,177,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2816,117.763,37,10,37,,,114,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2824,118.150,28,0,36,,,143,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2832,118.438,25,0,36,,,159,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2840,118.704,26,0,36,,,155,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2848,119.002,27,0,36,,,160,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2856,119.275,27,0,36,,,164,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2864,119.594,27,0,36,,,170,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2872,119.920,26,0,36,,,158,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2880,120.287,26,0,36,,,153,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2888,120.587,26,0,36,,,171,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2896,120.932,27,0,36,,,162,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2904,121.220,28,0,36,,,169,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2912,121.537,28,0,36,,,168,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2920,121.912,28,0,36,,,164,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2928,122.168,27,0,36,,,171,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2936,122.433,27,0,36,,,166,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2944,122.765,27,0,37,,,155,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2952,123.124,27,0,36,,,167,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2960,123.414,27,0,37,,,150,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2968,123.729,26,0,37,,,139,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2976,124.070,25,0,36,,,147,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2984,124.412,25,0,36,,,168,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,2992,124.746,27,0,36,,,172,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3000,125.046,28,0,36,,,164,
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3008,125.332,28,0,36,,,153,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3016,125.656,28,0,36,,,162,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3024,126.009,28,0,36,,,160,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3032,126.306,27,0,36,,,140,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3040,126.651,27,0,36,,,159,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3048,127.054,26,0,36,,,153,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3056,127.362,26,0,36,,,155,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3064,127.654,25,0,36,,,158,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3072,127.982,25,0,36,,,151,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3080,128.254,25,0,36,,,147,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3088,128.502,25,0,36,,,159,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3096,128.837,26,0,36,,,152,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3104,129.141,27,0,36,,,151,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3112,129.464,28,0,36,,,155,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3120,129.744,28,0,36,,,152,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3128,130.035,28,0,37,,,159,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3136,130.382,29,0,37,,,151,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3144,130.703,29,0,37,,,106,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3152,130.971,29,0,37,,,94,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3160,131.246,29,0,37,,,132,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3168,131.526,29,0,36,,,137,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3176,131.804,30,0,36,,,127,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3184,132.147,31,10,36,,,135,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3192,132.420,32,10,36,,,140,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3200,132.800,32,10,36,,,136,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3208,133.043,31,10,36,,,131,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3216,133.304,30,10,37,,,126,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3224,133.620,29,0,36,,,121,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3232,133.872,27,0,36,,,143,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3240,134.130,27,0,36,,,146,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3248,134.460,23,0,36,,,153,blur_moderate
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3256,134.754,17,0,36,,,133,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3264,135.010,10,-10,36,,,119,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3272,135.379,10,-10,37,,,81,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3280,135.779,10,-10,40,,,113,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3288,136.104,10,-10,40,,,126,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3296,136.378,10,0,40,,,121,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3304,136.743,10,0,40,,,121,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3312,137.080,10,0,40,,,115,blur_heavy
S1_futsal_C1_20260724_075340,C1_sizesweep_high,3320,137.428,10,0,40,,,128,blur_heavy
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,0,0.379,10,0,0,,,138,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,8,0.564,10,0,0,,,146,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,16,1.081,10,0,0,,,147,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,24,1.386,10,0,0,,,143,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,32,1.810,10,0,0,,,146,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,40,2.198,10,0,0,,,147,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,48,2.532,10,0,0,,,146,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,56,8.752,78,50,0,,,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,64,9.055,78,50,0,,,186,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,72,9.333,78,50,0,,,182,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,80,9.666,78,50,0,,,190,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,88,9.940,78,50,0,,,182,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,96,10.281,79,50,0,,,178,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,104,10.586,79,50,0,,,176,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,112,10.872,80,50,0,,,179,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,120,11.233,81,50,0,,,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,128,11.507,81,50,0,,,183,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,136,11.820,81,50,0,,,175,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,144,12.136,81,50,0,,,179,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,152,12.436,82,60,0,,,172,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,160,12.717,84,60,0,,,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,168,13.018,90,60,0,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,176,13.273,95,60,0,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,184,13.570,108,80,0,,,166,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,192,13.902,117,90,0,,,173,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,200,14.166,123,90,0,,,170,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,208,14.456,135,100,0,,,163,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,216,14.764,143,110,0,,,164,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,224,15.012,151,120,0,,,173,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,232,15.321,160,130,0,,,178,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,240,15.620,169,140,0,,,172,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,248,16.042,178,150,0,16.0,6.02,175,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,256,16.412,181,150,0,15.5,6.21,171,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,264,16.666,180,150,0,,,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,272,16.942,178,150,0,,,174,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,280,17.250,176,150,0,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,288,17.688,175,150,0,15.2,6.34,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,296,17.975,178,150,0,,,178,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,304,18.250,177,150,0,,,167,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,312,18.529,181,150,0,15.2,6.34,174,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,320,18.805,183,150,0,,,167,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,328,19.089,181,150,0,,,169,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,336,19.366,181,150,0,,,174,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,344,19.674,181,150,0,,,161,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,352,19.990,183,150,0,15.6,6.17,180,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,360,22.805,183,160,0,,,179,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,368,23.042,181,160,0,15.2,6.34,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,376,23.324,181,160,0,15.4,6.25,179,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,384,23.627,182,150,0,,,173,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,392,23.942,183,150,0,,,171,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,400,24.237,182,160,0,,,176,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,408,24.584,182,160,0,15.2,6.34,169,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,416,24.874,181,150,0,15.3,6.29,171,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,424,25.222,181,160,0,15.6,6.17,180,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,432,25.541,182,160,0,,,172,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,440,25.829,181,160,0,15.4,6.25,178,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,448,26.126,183,160,0,,,166,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,456,26.370,182,160,0,15.5,6.21,176,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,464,26.762,180,150,0,,,177,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,472,27.075,182,150,0,15.4,6.25,180,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,480,27.326,183,150,0,15.3,6.29,189,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,488,27.625,183,160,0,14.7,6.55,180,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,496,27.948,183,160,0,,,170,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,504,28.221,180,160,0,15.5,6.21,167,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,512,28.603,180,150,0,,,176,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,520,28.870,185,150,0,,,177,anchor
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,528,29.175,182,150,0,,,172,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,536,29.491,185,160,0,,,173,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,544,29.836,183,160,0,15.4,6.25,174,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,552,30.106,182,160,0,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,560,30.358,182,160,0,,,179,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,568,30.719,180,160,0,15.6,6.17,171,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,576,30.988,183,150,0,,,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,584,31.297,180,150,0,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,592,31.586,180,150,0,15.6,6.17,175,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,600,31.887,182,150,0,15.6,6.17,169,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,608,32.268,181,150,0,15.4,6.25,180,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,616,32.523,183,150,0,,,173,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,624,32.859,183,150,0,,,170,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,632,33.173,183,150,0,,,175,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,640,33.424,181,150,0,,,165,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,648,33.819,184,160,0,14.7,6.55,185,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,656,34.112,180,160,0,14.8,6.51,189,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,664,34.467,178,150,0,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,672,34.761,182,150,0,,,172,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,680,35.020,181,150,0,15.7,6.13,175,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,688,35.323,182,160,0,,,185,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,696,35.852,183,160,0,,,180,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,704,36.205,182,160,0,,,163,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,712,36.457,184,160,0,,,163,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,720,36.852,180,160,0,,,162,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,728,37.119,181,150,0,15.2,6.34,166,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,736,37.356,180,150,0,,,173,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,744,37.708,181,150,0,,,172,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,752,37.984,181,150,0,15.4,6.25,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,760,38.337,179,150,0,,,173,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,768,38.639,181,150,0,,,175,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,776,38.919,182,150,0,,,170,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,784,39.164,186,160,0,,,166,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,792,39.484,188,160,0,15.5,6.21,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,800,39.803,187,160,0,15.6,6.17,170,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,808,40.088,188,160,0,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,816,40.382,189,160,0,,,175,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,824,40.706,189,160,0,,,155,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,832,41.002,189,160,0,,,149,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,840,41.284,188,160,0,15.4,6.25,139,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,848,41.625,184,160,0,,,140,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,856,42.040,183,160,0,13.9,6.93,133,blur_heavy
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,864,42.342,180,160,0,,,141,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,872,42.621,178,150,0,,,141,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,880,42.915,178,150,0,,,148,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,888,43.188,177,150,0,,,158,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,896,43.544,177,150,0,,,157,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,904,43.818,181,150,1,,,132,blur_heavy
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,912,44.061,183,150,3,,,152,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,920,44.320,179,150,6,15.4,6.25,163,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,928,44.591,181,150,11,,,159,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,936,44.917,182,150,12,,,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,944,45.188,181,150,12,,,162,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,952,45.524,179,150,12,16.3,5.91,165,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,960,45.881,179,150,12,,,162,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,968,46.186,178,150,12,16.2,5.94,156,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,976,46.465,178,150,12,,,166,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,984,46.806,180,150,12,,,165,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,992,47.105,180,150,12,15.8,6.09,161,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1000,47.425,184,150,15,,,153,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1008,47.693,182,150,18,,,152,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1016,48.020,181,160,23,,,164,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1024,48.304,182,160,27,17.9,5.38,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1032,48.604,183,160,28,,,186,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1040,48.897,181,160,30,,,184,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1048,49.192,184,150,31,18.7,5.15,198,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1056,49.524,184,150,31,19.0,5.07,194,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1064,49.805,181,150,31,18.5,5.21,206,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1072,50.047,180,150,31,,,189,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1080,50.408,180,150,31,18.0,5.35,209,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1088,50.706,181,150,31,18.5,5.21,207,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1096,51.075,180,150,31,18.6,5.18,192,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1104,51.355,182,150,31,17.8,5.41,206,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1112,51.723,183,150,31,18.5,5.21,191,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1120,52.037,181,150,31,18.5,5.21,197,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1128,52.313,181,150,31,,,195,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1136,52.592,182,150,32,,,153,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1144,52.869,183,150,36,19.0,5.07,177,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1152,53.153,185,160,38,19.0,5.07,176,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1160,53.429,187,160,40,20.1,4.79,210,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1168,53.726,185,160,40,19.5,4.94,213,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1176,54.109,182,160,40,19.4,4.96,234,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1184,54.370,184,160,40,19.2,5.02,248,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1192,54.655,184,160,40,19.3,4.99,249,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1200,54.923,182,160,40,18.2,5.29,245,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1208,55.222,184,160,40,19.5,4.94,252,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1216,55.458,181,160,40,19.2,5.02,251,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1224,55.765,186,160,40,19.4,4.96,250,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1232,56.045,182,160,40,19.1,5.04,235,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1240,56.326,181,160,40,19.1,5.04,242,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1248,56.584,184,160,40,18.4,5.23,252,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1256,56.868,184,160,40,,,222,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1264,57.190,183,160,46,,,184,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1272,57.586,184,150,53,,,284,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1280,57.869,182,150,53,,,281,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1288,58.160,181,150,54,,,271,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1296,58.518,179,150,53,19.9,4.84,215,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1304,58.787,184,160,53,20.1,4.79,219,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1312,59.086,183,160,53,19.9,4.84,221,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1320,59.370,182,160,53,20.1,4.79,221,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1328,59.673,182,160,53,19.9,4.84,218,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1336,59.991,182,150,53,20.1,4.79,213,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1344,60.320,183,150,53,19.9,4.84,192,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1352,60.617,180,150,53,20.0,4.81,203,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1360,60.924,183,150,54,19.7,4.89,212,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1368,61.240,179,150,54,,,202,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1376,61.590,181,150,54,,,203,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1384,61.904,181,150,54,19.9,4.84,168,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1392,62.205,182,150,54,,,153,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1400,62.518,182,160,54,20.1,4.79,232,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1408,62.816,179,150,54,20.0,4.81,165,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1416,63.126,181,150,57,20.7,4.65,151,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1424,63.377,183,150,61,20.9,4.61,151,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1432,63.674,181,150,63,,,243,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1440,63.923,183,150,68,,,228,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1448,64.212,184,150,68,,,221,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1456,64.470,180,160,68,21.5,4.48,178,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1464,64.732,180,160,68,,,174,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1472,65.068,179,150,68,20.9,4.61,181,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1480,65.331,179,150,68,21.3,4.52,185,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1488,65.628,177,150,68,21.1,4.56,174,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1496,65.944,177,150,68,20.9,4.61,180,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1504,66.224,178,150,68,,,183,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1512,67.456,175,150,68,,,176,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1520,67.759,176,150,68,20.1,4.79,167,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1528,68.068,176,150,68,,,172,
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1536,68.351,176,150,68,19.8,4.86,161,blur_moderate
S1_futsal_C3clean_20260725_082521,C3_clean_lap_v1,1544,68.668,179,150,68,,,167,
