image,flight,role,pair_id,tags,x,y,w,h,sqrt_area_px,coco_size,tof_cm,yaw_deg,occluder,occ_level,occlusion_frac,gsd_at_mat_mm_px,est_length_mm_at_mat_plane
S1_futsal_C1_20260724_075340_f001824.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,443.0,653.0,28.0,27.0,27.5,small,388,5,none,0,,,
S1_futsal_C1_20260724_075340_f001832.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,443.96,661.04,29.03,24.06,26.43,small,395,5,none,0,,,
S1_futsal_C1_20260724_075340_f001848.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,445.0,700.0,22.0,20.0,20.98,small,400,5,none,0,,,
S1_futsal_C1_20260724_075340_f001856.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,438.0,682.0,38.0,32.0,34.87,medium,396,5,none,0,,,
S1_futsal_C1_20260724_075340_f001864.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,443.0,666.0,30.0,30.0,30.0,small,403,5,none,0,,,
S1_futsal_C1_20260724_075340_f001872.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,440.0,650.0,32.0,21.0,25.92,small,400,5,none,0,,,
S1_futsal_C1_20260724_075340_f001880.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,446.0,601.0,26.0,25.0,25.49,small,402,5,none,0,,,
S1_futsal_C1_20260724_075340_f001888.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,438.0,567.0,37.0,22.0,28.53,small,397,5,none,0,,,
S1_futsal_C1_20260724_075340_f001896.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,445.0,556.0,24.0,19.0,21.35,small,383,5,none,0,,,
S1_futsal_C1_20260724_075340_f001904.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,447.0,550.0,25.0,18.0,21.21,small,392,5,none,0,,,
S1_futsal_C1_20260724_075340_f001912.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,450.0,545.0,25.0,21.0,22.91,small,393,5,none,0,,,
S1_futsal_C1_20260724_075340_f001920.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,446.0,545.0,29.0,25.0,26.93,small,389,5,none,0,,,
S1_futsal_C1_20260724_075340_f001928.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,452.0,546.0,22.0,21.0,21.49,small,394,5,none,0,,,
S1_futsal_C1_20260724_075340_f001936.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,451.0,550.0,24.0,15.0,18.97,small,402,5,none,0,,,
S1_futsal_C1_20260724_075340_f001944.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,453.0,549.0,21.0,19.0,19.98,small,407,5,none,0,,,
S1_futsal_C1_20260724_075340_f001952.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,450.0,550.0,27.0,21.0,23.81,small,396,5,none,0,,,
S1_futsal_C1_20260724_075340_f001960.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,455.0,551.0,21.0,22.0,21.49,small,408,5,none,0,,,
S1_futsal_C1_20260724_075340_f001968.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,448.0,551.0,24.0,20.0,21.91,small,401,5,none,0,,,
S1_futsal_C1_20260724_075340_f001976.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,447.0,550.0,25.0,18.0,21.21,small,402,5,none,0,,,
S1_futsal_C1_20260724_075340_f001984.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,429.0,545.0,29.0,22.0,25.26,small,402,5,none,0,,,
S1_futsal_C1_20260724_075340_f001992.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,323.0,551.0,22.0,19.0,20.45,small,389,13,none,0,,,
S1_futsal_C1_20260724_075340_f002000.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,223.0,558.0,28.0,21.0,24.25,small,394,20,none,0,,,
S1_futsal_C1_20260724_075340_f002008.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,219.0,561.0,28.0,19.0,23.07,small,391,20,none,0,,,
S1_futsal_C1_20260724_075340_f002016.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,221.0,561.0,28.0,20.0,23.66,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002024.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,219.0,564.0,27.0,19.0,22.65,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002032.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,220.0,563.0,24.0,20.0,21.91,small,401,20,none,0,,,
S1_futsal_C1_20260724_075340_f002040.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,217.0,563.0,25.0,20.0,22.36,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002048.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,214.0,562.0,30.0,20.0,24.49,small,395,20,none,0,,,
S1_futsal_C1_20260724_075340_f002056.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,215.0,561.0,28.0,20.0,23.66,small,396,20,none,0,,,
S1_futsal_C1_20260724_075340_f002064.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,216.0,560.0,27.0,20.0,23.24,small,388,20,none,0,,,
S1_futsal_C1_20260724_075340_f002072.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,219.0,557.0,25.0,19.0,21.79,small,395,20,none,0,,,
S1_futsal_C1_20260724_075340_f002080.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,221.0,579.0,27.0,19.0,22.65,small,394,19,none,0,,,
S1_futsal_C1_20260724_075340_f002088.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,238.0,573.0,25.0,18.0,21.21,small,395,20,none,0,,,
S1_futsal_C1_20260724_075340_f002096.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,257.0,576.0,28.0,20.0,23.66,small,403,20,none,0,,,
S1_futsal_C1_20260724_075340_f002104.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,283.0,581.0,22.0,19.0,20.45,small,404,19,none,0,,,
S1_futsal_C1_20260724_075340_f002112.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,311.0,569.0,25.0,25.0,25.0,small,403,20,none,0,,,
S1_futsal_C1_20260724_075340_f002120.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,330.0,563.0,34.0,23.0,27.96,small,405,20,none,0,,,
S1_futsal_C1_20260724_075340_f002128.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,358.0,561.0,31.0,22.0,26.12,small,402,20,none,0,,,
S1_futsal_C1_20260724_075340_f002136.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,394.0,561.0,24.0,20.0,21.91,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002144.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,418.0,561.0,30.0,19.0,23.87,small,401,20,none,0,,,
S1_futsal_C1_20260724_075340_f002152.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,448.0,560.0,30.0,19.0,23.87,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002160.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,480.0,558.0,33.0,22.0,26.94,small,392,20,none,0,,,
S1_futsal_C1_20260724_075340_f002168.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,498.0,558.0,31.0,19.0,24.27,small,388,20,none,0,,,
S1_futsal_C1_20260724_075340_f002176.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,501.0,554.0,33.0,24.0,28.14,small,392,20,none,0,,,
S1_futsal_C1_20260724_075340_f002184.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,506.0,563.0,31.0,19.0,24.27,small,402,20,none,0,,,
S1_futsal_C1_20260724_075340_f002192.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,507.4,568.02,32.99,21.61,26.7,small,388,20,none,0,,,
S1_futsal_C1_20260724_075340_f002200.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,510.0,578.0,33.0,21.0,26.33,small,388,20,none,0,,,
S1_futsal_C1_20260724_075340_f002208.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,512.0,590.0,33.0,22.0,26.94,small,388,20,none,0,,,
S1_futsal_C1_20260724_075340_f002216.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,515.0,605.0,34.0,22.0,27.35,small,389,20,none,0,,,
S1_futsal_C1_20260724_075340_f002224.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,519.0,615.0,33.0,24.0,28.14,small,387,20,none,0,,,
S1_futsal_C1_20260724_075340_f002232.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,525.0,642.0,24.0,19.0,21.35,small,393,20,none,0,,,
S1_futsal_C1_20260724_075340_f002240.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,523.0,643.0,30.0,22.0,25.69,small,394,20,none,0,,,
S1_futsal_C1_20260724_075340_f002248.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,520.0,660.0,37.0,28.0,32.19,medium,399,20,none,0,,,
S1_futsal_C1_20260724_075340_f002256.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,511.0,651.0,36.0,30.0,32.86,medium,401,20,none,0,,,
S1_futsal_C1_20260724_075340_f002264.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,484.0,642.0,37.0,28.0,32.19,medium,387,20,none,0,,,
S1_futsal_C1_20260724_075340_f002272.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,461.0,640.0,33.0,33.0,33.0,medium,392,20,none,0,,,
S1_futsal_C1_20260724_075340_f002280.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,432.0,642.0,36.0,28.0,31.75,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002288.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,403.0,641.0,34.0,30.0,31.94,small,389,20,none,0,,,
S1_futsal_C1_20260724_075340_f002296.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,369.0,644.0,37.0,22.0,28.53,small,393,20,none,0,,,
S1_futsal_C1_20260724_075340_f002304.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,333.0,644.0,33.0,25.0,28.72,small,391,20,none,0,,,
S1_futsal_C1_20260724_075340_f002312.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,303.0,645.0,31.0,24.0,27.28,small,398,20,none,0,,,
S1_futsal_C1_20260724_075340_f002320.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,273.0,648.0,28.0,23.0,25.38,small,389,20,none,0,,,
S1_futsal_C1_20260724_075340_f002328.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,246.0,650.0,28.0,22.0,24.82,small,395,20,none,0,,,
S1_futsal_C1_20260724_075340_f002336.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,212.0,651.0,28.0,22.0,24.82,small,396,20,none,0,,,
S1_futsal_C1_20260724_075340_f002344.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,179.0,651.0,28.0,22.0,24.82,small,399,20,none,0,,,
S1_futsal_C1_20260724_075340_f002352.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,145.0,655.0,28.0,25.0,26.46,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002360.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,130.0,660.0,31.0,25.0,27.84,small,406,20,none,0,,,
S1_futsal_C1_20260724_075340_f002368.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,116.25,668.11,33.16,26.63,29.71,small,400,19,none,0,,,
S1_futsal_C1_20260724_075340_f002376.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,105.0,684.0,28.0,24.0,25.92,small,397,19,none,0,,,
S1_futsal_C1_20260724_075340_f002384.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,101.0,685.0,28.0,24.0,25.92,small,402,20,none,0,,,
S1_futsal_C1_20260724_075340_f002392.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,98.0,685.0,28.0,24.0,25.92,small,398,20,none,0,,,
S1_futsal_C1_20260724_075340_f002408.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,89.0,687.0,28.0,24.0,25.92,small,390,20,none,0,,,
S1_futsal_C1_20260724_075340_f002416.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,90.0,693.0,28.0,24.0,25.92,small,392,20,none,0,,,
S1_futsal_C1_20260724_075340_f002432.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,112.0,706.0,34.0,14.0,21.82,small,403,20,none,0,,,
S1_futsal_C1_20260724_075340_f002440.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,147.0,700.0,34.0,18.0,24.74,small,405,20,none,0,,,
S1_futsal_C1_20260724_075340_f002448.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,188.0,699.0,33.0,18.0,24.37,small,400,20,none,0,,,
S1_futsal_C1_20260724_075340_f002456.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,222.0,692.0,34.0,25.0,29.15,small,400,20,none,0,,,
S1_futsal_C1_20260724_075340_f002464.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,261.0,687.0,31.0,29.0,29.98,small,394,20,none,0,,,
S1_futsal_C1_20260724_075340_f002472.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,300.24,686.0,35.2,30.1,32.55,medium,386,20,none,0,,,
S1_futsal_C1_20260724_075340_f002480.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,338.0,705.0,28.0,15.0,20.49,small,395,20,none,0,,,
S1_futsal_C1_20260724_075340_f002504.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,380.0,705.0,28.0,15.0,20.49,small,398,20,none,0,,,
S1_futsal_C1_20260724_075340_f002512.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,381.0,695.0,31.0,24.0,27.28,small,401,20,none,0,,,
S1_futsal_C1_20260724_075340_f002520.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,387.0,678.0,27.0,22.0,24.37,small,400,20,none,0,,,
S1_futsal_C1_20260724_075340_f002528.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,390.0,658.0,30.0,23.0,26.27,small,408,20,none,0,,,
S1_futsal_C1_20260724_075340_f002536.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,393.0,601.0,31.0,22.0,26.12,small,390,20,none,0,,,
S1_futsal_C1_20260724_075340_f002544.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,396.0,592.0,31.0,21.0,25.51,small,396,20,none,0,,,
S1_futsal_C1_20260724_075340_f002552.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,408.0,587.0,28.0,20.0,23.66,small,396,20,none,0,,,
S1_futsal_C1_20260724_075340_f002560.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,427.0,578.0,30.0,21.0,25.1,small,391,20,none,0,,,
S1_futsal_C1_20260724_075340_f002568.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,450.0,576.0,31.0,21.0,25.51,small,393,20,none,0,,,
S1_futsal_C1_20260724_075340_f002576.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,480.0,573.0,31.0,23.0,26.7,small,387,20,none,0,,,
S1_futsal_C1_20260724_075340_f002584.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,506.0,583.0,28.0,21.0,24.25,small,395,20,none,0,,,
S1_futsal_C1_20260724_075340_f002592.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,523.0,578.0,30.0,19.0,23.87,small,397,20,none,0,,,
S1_futsal_C1_20260724_075340_f002600.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,533.0,584.0,31.0,23.0,26.7,small,396,20,none,0,,,
S1_futsal_C1_20260724_075340_f002608.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,548.0,586.0,34.0,22.0,27.35,small,388,20,none,0,,,
S1_futsal_C1_20260724_075340_f002616.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,574.0,575.0,30.0,19.0,23.87,small,399,20,none,0,,,
S1_futsal_C1_20260724_075340_f002624.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,591.0,578.0,39.0,24.0,30.59,small,393,20,none,0,,,
S1_futsal_C1_20260724_075340_f002632.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,607.0,586.0,31.0,22.0,26.12,small,400,20,none,0,,,
S1_futsal_C1_20260724_075340_f002640.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,612.0,582.0,37.0,24.0,29.8,small,395,19,none,0,,,
S1_futsal_C1_20260724_075340_f002648.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,620.0,574.0,27.0,20.0,23.24,small,392,20,none,0,,,
S1_futsal_C1_20260724_075340_f002656.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,618.0,574.0,33.0,24.0,28.14,small,390,20,none,0,,,
S1_futsal_C1_20260724_075340_f002664.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,619.0,579.0,34.0,22.0,27.35,small,392,20,none,0,,,
S1_futsal_C1_20260724_075340_f002672.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,618.0,582.0,37.0,22.0,28.53,small,395,20,none,0,,,
S1_futsal_C1_20260724_075340_f002680.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,626.0,579.0,34.0,22.0,27.35,small,385,20,none,0,,,
S1_futsal_C1_20260724_075340_f002688.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,627.0,575.0,40.0,23.0,30.33,small,375,20,none,0,,,
S1_futsal_C1_20260724_075340_f002696.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,634.0,549.0,37.0,25.0,30.41,small,330,20,none,0,,,
S1_futsal_C1_20260724_075340_f002704.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,563.0,502.0,39.0,21.0,28.62,small,284,24,none,0,,,
S1_futsal_C1_20260724_075340_f002712.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_heavy,428.0,479.0,24.0,13.0,17.66,small,228,34,none,0,,,
S1_futsal_C1_20260724_075340_f002720.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,392.14,411.71,36.56,17.2,25.08,small,194,36,none,0,,,
S1_futsal_C1_20260724_075340_f002728.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,379.0,380.0,36.0,15.0,23.24,small,162,36,none,0,,,
S1_futsal_C1_20260724_075340_f002736.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,376.0,348.0,36.0,16.0,24.0,small,138,36,none,0,,,
S1_futsal_C1_20260724_075340_f002744.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,371.0,335.0,37.0,20.0,27.2,small,130,36,none,0,,,
S1_futsal_C1_20260724_075340_f002752.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,369.0,331.0,37.0,18.0,25.81,small,123,36,none,0,,,
S1_futsal_C1_20260724_075340_f002760.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,373.42,322.57,34.29,17.55,24.53,small,116,36,none,0,,,
S1_futsal_C1_20260724_075340_f002768.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,370.0,311.0,37.0,18.0,25.81,small,111,36,none,0,,,
S1_futsal_C1_20260724_075340_f002776.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,372.45,301.2,38.96,18.67,26.97,small,103,36,none,0,,,
S1_futsal_C1_20260724_075340_f002784.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,377.0,284.0,34.0,15.0,22.58,small,91,36,none,0,,,
S1_futsal_C1_20260724_075340_f002792.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,376.0,267.0,36.0,15.0,23.24,small,79,36,none,0,,,
S1_futsal_C1_20260724_075340_f002800.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,375.0,248.0,39.0,15.0,24.19,small,63,36,none,0,,,
S1_futsal_C1_20260724_075340_f002808.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,375.0,230.0,40.0,15.0,24.49,small,50,36,none,0,,,
S1_futsal_C1_20260724_075340_f002816.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_heavy,374.0,208.0,34.0,15.0,22.58,small,37,37,none,0,,,
S1_futsal_C1_20260724_075340_f002824.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,373.0,195.0,36.0,16.0,24.0,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f002832.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,373.0,194.0,34.0,15.0,22.58,small,25,36,none,0,,,
S1_futsal_C1_20260724_075340_f002840.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,373.0,195.0,36.0,14.0,22.45,small,26,36,none,0,,,
S1_futsal_C1_20260724_075340_f002848.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,376.0,195.0,37.0,15.0,23.56,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f002856.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,377.0,195.0,37.0,15.0,23.56,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f002864.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,376.0,194.0,37.0,15.0,23.56,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f002872.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,378.0,195.0,36.0,14.0,22.45,small,26,36,none,0,,,
S1_futsal_C1_20260724_075340_f002880.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,377.0,193.0,39.0,15.0,24.19,small,26,36,none,0,,,
S1_futsal_C1_20260724_075340_f002888.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,375.0,193.0,39.0,18.0,26.5,small,26,36,none,0,,,
S1_futsal_C1_20260724_075340_f002896.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,374.0,195.0,37.0,15.0,23.56,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f002904.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,371.0,197.0,40.0,16.0,25.3,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f002912.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,366.0,198.0,40.0,16.0,25.3,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f002920.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,364.0,199.0,42.0,15.0,25.1,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f002928.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,365.0,197.0,40.0,16.0,25.3,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f002936.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,366.0,197.0,40.0,14.0,23.66,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f002944.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,369.0,197.0,37.0,14.0,22.76,small,27,37,none,0,,,
S1_futsal_C1_20260724_075340_f002952.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,370.0,196.0,40.0,16.0,25.3,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f002960.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,371.0,195.0,40.0,15.0,24.49,small,27,37,none,0,,,
S1_futsal_C1_20260724_075340_f002968.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,371.0,194.0,40.0,16.0,25.3,small,26,37,none,0,,,
S1_futsal_C1_20260724_075340_f002976.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,370.0,193.0,42.0,15.0,25.1,small,25,36,none,0,,,
S1_futsal_C1_20260724_075340_f002984.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,373.0,194.0,40.0,16.0,25.3,small,25,36,none,0,,,
S1_futsal_C1_20260724_075340_f002992.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,373.0,195.0,37.0,15.0,23.56,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f003000.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,,371.0,197.0,37.0,14.0,22.76,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f003008.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,369.0,197.0,40.0,16.0,25.3,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f003016.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,367.0,198.0,43.0,16.0,26.23,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f003024.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,369.0,193.0,40.0,18.0,26.83,small,28,36,none,0,,,
S1_futsal_C1_20260724_075340_f003032.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,366.0,193.0,42.0,18.0,27.5,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f003040.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,367.0,192.0,40.0,16.0,25.3,small,27,36,none,0,,,
S1_futsal_C1_20260724_075340_f003048.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,366.0,190.0,43.0,19.0,28.58,small,26,36,none,0,,,
S1_futsal_C1_20260724_075340_f003056.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,363.0,189.0,45.0,19.0,29.24,small,26,36,none,0,,,
S1_futsal_C1_20260724_075340_f003064.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,362.0,190.0,46.0,20.0,30.33,small,25,36,none,0,,,
S1_futsal_C1_20260724_075340_f003072.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,363.0,190.0,46.0,19.0,29.56,small,25,36,none,0,,,
S1_futsal_C1_20260724_075340_f003080.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,363.0,192.0,46.0,20.0,30.33,small,25,36,none,0,,,
S1_futsal_C1_20260724_075340_f003088.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,362.0,192.0,46.0,19.0,29.56,small,25,36,none,0,,,
S1_futsal_C1_20260724_075340_f003096.jpg,S1_futsal_C1_20260724_075340,C1_sizesweep_high,,blur_moderate,357.0,196.0,51.0,21.0,32.73,medium,26,36,none,0,,,
