image,flight,role,run_len,run_start,run_end
S1_futsal_C3occ_20260727_081515_f002520.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002528.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002536.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002544.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002552.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002560.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002568.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002576.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002584.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002592.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002600.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002608.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002616.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002624.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002632.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002640.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002648.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
